iter	Accuracy	Logloss
886	0.8535603359	0.3193787184
887	0.8540204762	0.3191981173
888	0.8540204762	0.3191410417
889	0.853675371	0.3190368227
890	0.853675371	0.3189681627
891	0.8539054412	0.3188994024
892	0.8540204762	0.3188203217
893	0.8541355113	0.3187563332
894	0.8541355113	0.3186683331
895	0.8541355113	0.3185990849
896	0.8542505464	0.3185322364
897	0.8542505464	0.3184254852
898	0.8541355113	0.3183357911
899	0.8543655815	0.3182259026
900	0.8545956517	0.3180851085
901	0.8548257218	0.3179713385
902	0.8548257218	0.3178580882
903	0.8547106868	0.317803482
904	0.8547106868	0.3177340174
905	0.8549407569	0.3176953738
906	0.855055792	0.3176006295
907	0.8554008973	0.317537598
908	0.8555159324	0.3174540768
909	0.8555159324	0.3173578575
910	0.8554008973	0.3172984598
911	0.8556309674	0.3172612333
912	0.8559760727	0.3171818112
913	0.8558610376	0.3170775596
914	0.8557460025	0.3170370133
915	0.8555159324	0.3169765569
916	0.8556309674	0.3169063734
917	0.8557460025	0.3168262317
918	0.8559760727	0.3167611996
919	0.8558610376	0.3166887862
920	0.8557460025	0.3166195738
921	0.8555159324	0.3165455151
922	0.8558610376	0.3164587041
923	0.8558610376	0.316410901
924	0.8557460025	0.3163375303
925	0.8557460025	0.316306527
926	0.8559760727	0.3161988017
927	0.8559760727	0.316154054
928	0.8560911078	0.3160455606
929	0.856321178	0.3158617256
930	0.856321178	0.3158165727
931	0.856321178	0.3157284894
932	0.856321178	0.3156742079
933	0.856321178	0.3155877187
934	0.856436213	0.3155107222
935	0.856436213	0.3154655498
936	0.8565512481	0.3153875921
937	0.856436213	0.3152872338
938	0.8566662832	0.3152442378
939	0.856436213	0.3152076543
940	0.8565512481	0.3151065024
941	0.8565512481	0.3149432032
942	0.8565512481	0.314893818
943	0.8566662832	0.3148131253
944	0.8566662832	0.3147266797
945	0.8566662832	0.3146188595
946	0.8566662832	0.3145572249
947	0.8566662832	0.314525906
948	0.8570113885	0.3144588361
949	0.8570113885	0.3143741787
950	0.8568963534	0.3143146136
951	0.8566662832	0.3142329474
952	0.8566662832	0.3141391089
953	0.8566662832	0.3140969447
954	0.8570113885	0.3140246313
955	0.8570113885	0.3139792093
956	0.8571264236	0.3138577314
957	0.8570113885	0.3138094937
958	0.8572414586	0.31367948
959	0.8571264236	0.3136443087
960	0.8568963534	0.3136088205
961	0.8567813183	0.3135264619
962	0.8565512481	0.3134699063
963	0.8567813183	0.3133727622
964	0.8565512481	0.3131975777
965	0.8565512481	0.3130851874
966	0.8566662832	0.3130224229
967	0.8567813183	0.3129430944
968	0.8567813183	0.3128953895
969	0.8565512481	0.3127869853
970	0.8565512481	0.3126948822
971	0.8565512481	0.3125978396
972	0.8565512481	0.3124626818
973	0.8566662832	0.3123988734
974	0.8570113885	0.3123054186
975	0.8567813183	0.3122503139
976	0.8567813183	0.3122049522
977	0.8568963534	0.3121215698
978	0.8567813183	0.3120412831
979	0.8567813183	0.3120111509
980	0.8566662832	0.3119654896
981	0.856436213	0.3118563503
982	0.8566662832	0.3117985987
983	0.856436213	0.311718889
984	0.8565512481	0.3116635235
985	0.8568963534	0.3115882497
986	0.8568963534	0.3115600919
987	0.8570113885	0.3115100972
988	0.8571264236	0.3114580031
989	0.8573564937	0.3113694473
990	0.8579316692	0.3113135491
991	0.8575865639	0.3112219183
992	0.857701599	0.311154652
993	0.8574715288	0.3110970808
994	0.8578166341	0.3110088072
995	0.8572414586	0.3109046533
996	0.8574715288	0.3108163533
997	0.8578166341	0.3107675002
998	0.8578166341	0.3107133061
999	0.8579316692	0.3106034674
1000	0.8579316692	0.3105288203
1001	0.8579316692	0.310404803
1002	0.8575865639	0.310348429
1003	0.8575865639	0.3103166355
1004	0.8575865639	0.3102753499
1005	0.8575865639	0.3101934391
1006	0.8575865639	0.3101026789
1007	0.857701599	0.3100409445
1008	0.8579316692	0.3099781917
1009	0.8579316692	0.3099295388
1010	0.8579316692	0.3098875838
1011	0.8579316692	0.3097997832
1012	0.8581617393	0.3097326643
1013	0.8582767744	0.3096810671
1014	0.8580467042	0.3095924452
1015	0.8578166341	0.3095060768
1016	0.8578166341	0.3094506552
1017	0.8580467042	0.3093456439
1018	0.8579316692	0.3092827647
1019	0.8578166341	0.3092090873
1020	0.857701599	0.3091554956
1021	0.8578166341	0.3090767891
1022	0.8578166341	0.3090294935
1023	0.8579316692	0.3089764216
1024	0.8581617393	0.308896318
1025	0.8580467042	0.3088312304
1026	0.8582767744	0.308741471
1027	0.8582767744	0.308690163
1028	0.8582767744	0.3086282738
1029	0.8583918095	0.3085452409
1030	0.8585068446	0.3084597132
1031	0.8587369148	0.3084184565
1032	0.8586218797	0.3083840688
1033	0.8585068446	0.3083363235
1034	0.8589669849	0.3082821822
1035	0.8588519498	0.3082202786
1036	0.8589669849	0.3081043837
1037	0.8589669849	0.3080299074
1038	0.8589669849	0.3078747571
1039	0.85908202	0.3078011397
1040	0.85908202	0.3077502815
1041	0.85908202	0.3076218772
1042	0.85908202	0.3075595103
1043	0.8593120902	0.3074922071
1044	0.85908202	0.3074259007
1045	0.8593120902	0.3073447827
1046	0.8593120902	0.3072450114
1047	0.8594271253	0.307201346
1048	0.8596571954	0.3070583806
1049	0.8597722305	0.3069959169
1050	0.8597722305	0.3069120699
1051	0.8598872656	0.3068446869
1052	0.8598872656	0.3067240775
1053	0.8597722305	0.3065988135
1054	0.8600023007	0.3065597906
1055	0.8597722305	0.3065147664
1056	0.8596571954	0.3064462906
1057	0.8597722305	0.3063489222
1058	0.8600023007	0.3061865731
1059	0.8605774761	0.3061076726
1060	0.860347406	0.3060893751
1061	0.860347406	0.3060278394
1062	0.8605774761	0.3059958614
1063	0.8608075463	0.3058866383
1064	0.8608075463	0.3058165469
1065	0.8605774761	0.305747805
1066	0.8608075463	0.3056618615
1067	0.8609225814	0.3055610347
1068	0.8609225814	0.3055022637
1069	0.8611526516	0.3054096694
1070	0.8610376165	0.3053540859
1071	0.8608075463	0.3053047637
1072	0.8608075463	0.3052112591
1073	0.8612676866	0.305119122
1074	0.8613827217	0.3050729629
1075	0.8612676866	0.3050331513
1076	0.8612676866	0.3049775541
1077	0.8612676866	0.3049235989
1078	0.8612676866	0.3048566321
1079	0.8613827217	0.3047647578
1080	0.8613827217	0.3046999231
1081	0.8613827217	0.3046351952
1082	0.8614977568	0.3045684242
1083	0.8616127919	0.3045090305
1084	0.8614977568	0.304458818
1085	0.8611526516	0.3043810774
1086	0.8612676866	0.3043005222
1087	0.8613827217	0.3042414661
1088	0.8612676866	0.3041900285
1089	0.8616127919	0.3041266074
1090	0.8613827217	0.304081687
1091	0.8612676866	0.3039859055
1092	0.8612676866	0.30395299
1093	0.8612676866	0.3039162666
1094	0.8614977568	0.3037903593
1095	0.8616127919	0.3037464238
1096	0.8616127919	0.303690183
1097	0.8616127919	0.3035979237
1098	0.8613827217	0.3034899082
1099	0.8613827217	0.3034332
1100	0.8616127919	0.3034003476
1101	0.861727827	0.3033554585
1102	0.8618428621	0.3032406611
1103	0.8619578972	0.3032031666
1104	0.8621879673	0.3031274344
1105	0.8618428621	0.3030624646
1106	0.8618428621	0.3030262838
1107	0.861727827	0.3029782054
1108	0.8619578972	0.3029269442
1109	0.8619578972	0.3028739027
1110	0.8621879673	0.3027995918
1111	0.8621879673	0.3027228081
1112	0.8624180375	0.3026057394
1113	0.8621879673	0.3025642896
1114	0.8621879673	0.3024460525
1115	0.8623030024	0.3023538173
1116	0.8621879673	0.3023069143
1117	0.8623030024	0.3022262917
1118	0.8624180375	0.3021822212
1119	0.8625330726	0.3020832953
1120	0.8625330726	0.3019708888
1121	0.8625330726	0.3019293623
1122	0.8626481077	0.3018453185
1123	0.8629932129	0.3017848211
1124	0.8629932129	0.301740704
1125	0.8628781778	0.3016604061
1126	0.8628781778	0.3015487867
1127	0.8628781778	0.3015104995
1128	0.8628781778	0.3014788549
1129	0.8632232831	0.3013570274
1130	0.8632232831	0.3013189886
1131	0.8629932129	0.3012551903
1132	0.8628781778	0.3011711376
1133	0.8629932129	0.3010383241
1134	0.8628781778	0.3009227459
1135	0.8629932129	0.3008710225
1136	0.8629932129	0.3008332166
1137	0.863108248	0.300742613
1138	0.8635683884	0.3006363462
1139	0.8633383182	0.3005468862
1140	0.8634533533	0.3004801912
1141	0.8635683884	0.3003897805
1142	0.8636834234	0.3003239155
1143	0.8637984585	0.3002846675
1144	0.8636834234	0.3001877979
1145	0.8636834234	0.300102595
1146	0.8641435638	0.3000410161
1147	0.8641435638	0.2999562865
1148	0.8640285287	0.299887492
1149	0.8640285287	0.2997792225
1150	0.864373634	0.2996644177
1151	0.8642585989	0.2996114796
1152	0.8647187392	0.2995134815
1153	0.8648337743	0.299431806
1154	0.8649488094	0.299369862
1155	0.8649488094	0.2992727419
1156	0.8649488094	0.2992440357
1157	0.8649488094	0.2991685774
1158	0.8649488094	0.2990658125
1159	0.8650638445	0.2989940712
1160	0.8649488094	0.2989651717
1161	0.8649488094	0.2989035203
1162	0.8648337743	0.2988539946
1163	0.8646037041	0.2987780913
1164	0.8649488094	0.298616281
1165	0.8647187392	0.2985803973
1166	0.864488669	0.2985283793
1167	0.8648337743	0.298473844
1168	0.8650638445	0.2984354771
1169	0.8648337743	0.2983830493
1170	0.8651788796	0.2983005706
1171	0.8650638445	0.2982557251
1172	0.8651788796	0.2982043668
1173	0.8651788796	0.2981584269
1174	0.8654089497	0.2980822789
1175	0.8656390199	0.2980396115
1176	0.865754055	0.2979943413
1177	0.8655239848	0.2979161424
1178	0.8652939146	0.2978055096
1179	0.8654089497	0.2977425518
1180	0.8652939146	0.2976978926
1181	0.8654089497	0.2976707988
1182	0.8654089497	0.2976231405
1183	0.8656390199	0.2975806866
1184	0.8656390199	0.2974912819
1185	0.8656390199	0.2974267191
1186	0.8656390199	0.2973830056
1187	0.8656390199	0.2972850029
1188	0.8655239848	0.2972255885
1189	0.8655239848	0.2971671646
1190	0.865754055	0.297069487
1191	0.8659841252	0.2970221575
1192	0.8658690901	0.2969745715
1193	0.8660991602	0.2969230928
1194	0.8664442655	0.2967828335
1195	0.8665593006	0.2967397677
1196	0.8665593006	0.2966721116
1197	0.8665593006	0.2966457824
1198	0.8666743357	0.2965812466
1199	0.8666743357	0.2965127041
1200	0.8666743357	0.2964780323
1201	0.8670194409	0.29638499
1202	0.8666743357	0.2962990126
1203	0.8666743357	0.2962388946
1204	0.8665593006	0.2961642646
1205	0.8666743357	0.2961024732
1206	0.8669044058	0.2960089073
1207	0.8670194409	0.2959512027
1208	0.867134476	0.2958812479
1209	0.8675946164	0.295741954
1210	0.8675946164	0.295687638
1211	0.8673645462	0.2956012835
1212	0.8678246865	0.2955272974
1213	0.8680547567	0.2954387479
1214	0.8680547567	0.2953939594
1215	0.8681697918	0.295318951
1216	0.8681697918	0.2952219551
1217	0.8682848269	0.2951850924
1218	0.868399862	0.2951319571
1219	0.868399862	0.2950883425
1220	0.868399862	0.2950430661
1221	0.8686299321	0.2950000314
1222	0.868399862	0.2949307549
1223	0.8681697918	0.2948544933
1224	0.868514897	0.2947759516
1225	0.8687449672	0.2946738579
1226	0.8690900725	0.2946028127
1227	0.8692051076	0.2945444502
1228	0.8694351777	0.2944736897
1229	0.8693201426	0.2943804068
1230	0.8690900725	0.2942766246
1231	0.8690900725	0.2942262674
1232	0.8692051076	0.294171536
1233	0.8694351777	0.2941119617
1234	0.8695502128	0.2939967936
1235	0.8694351777	0.293915819
1236	0.8694351777	0.2938257545
1237	0.8698953181	0.2937712387
1238	0.8695502128	0.29363993
1239	0.8693201426	0.2935786854
1240	0.8693201426	0.2935267987
1241	0.8695502128	0.2934820914
1242	0.8695502128	0.2934510715
1243	0.869780283	0.2934004005
1244	0.8698953181	0.2933747008
1245	0.8698953181	0.2933004363
1246	0.8698953181	0.293213456
1247	0.8700103532	0.2931369842
1248	0.8702404233	0.2930568508
1249	0.8703554584	0.29297538
1250	0.8707005637	0.2929203377
1251	0.8705855286	0.2928801387
1252	0.8705855286	0.2927716334
1253	0.8708155988	0.2927089315
1254	0.8705855286	0.2926538443
1255	0.8704704935	0.2925507707
1256	0.8702404233	0.2925143148
1257	0.8703554584	0.2924412277
1258	0.8705855286	0.2924027974
1259	0.8707005637	0.2923351024
1260	0.8707005637	0.2922917395
1261	0.8705855286	0.2921800751
1262	0.8707005637	0.2921374828
1263	0.8708155988	0.29209607
1264	0.871160704	0.2920557382
1265	0.871160704	0.2920020006
1266	0.871160704	0.2919274433
1267	0.871160704	0.2918824209
1268	0.8710456689	0.2918121489
1269	0.8710456689	0.2917572245
1270	0.8709306338	0.2917122449
1271	0.8710456689	0.2916808515
1272	0.871160704	0.2915844822
1273	0.8712757391	0.2915270089
1274	0.8710456689	0.2914940997
1275	0.871160704	0.2914435268
1276	0.8713907742	0.291359862
1277	0.8712757391	0.2912902138
1278	0.8713907742	0.2912577302
1279	0.8713907742	0.2912050592
1280	0.8715058093	0.2911739286
1281	0.8715058093	0.2911132689
1282	0.8717358794	0.2910791135
1283	0.8717358794	0.291038002
1284	0.8717358794	0.2909765125
1285	0.8716208444	0.2908803457
1286	0.8717358794	0.2907884683
1287	0.8720809847	0.2907131788
1288	0.8723110549	0.290653935
1289	0.8723110549	0.2906005676
1290	0.8726561601	0.2905078398
1291	0.8726561601	0.2904687086
1292	0.872541125	0.2904341792
1293	0.8726561601	0.290371775
1294	0.8726561601	0.2902872863
1295	0.8726561601	0.2901950655
1296	0.8727711952	0.2901527553
1297	0.8727711952	0.2901021827
1298	0.8730012654	0.2900479667
1299	0.8731163005	0.2900030996
1300	0.8733463706	0.2899205278
1301	0.8734614057	0.2898877924
1302	0.8733463706	0.2898340764
1303	0.8732313356	0.2897773154
1304	0.8730012654	0.2896866615
1305	0.8732313356	0.2896047887
1306	0.8730012654	0.2895518808
1307	0.8730012654	0.2895254319
1308	0.8732313356	0.2894942585
1309	0.8733463706	0.2894255415
1310	0.8733463706	0.2893912804
1311	0.8732313356	0.2893611666
1312	0.8731163005	0.2892582573
1313	0.8731163005	0.2892188966
1314	0.8732313356	0.2891316021
1315	0.8733463706	0.289068341
1316	0.8733463706	0.2889881189
1317	0.8732313356	0.2888615521
1318	0.8733463706	0.2887779491
1319	0.8733463706	0.2887546046
1320	0.8734614057	0.2886793476
1321	0.8734614057	0.2886593151
1322	0.8732313356	0.2886222918
1323	0.8732313356	0.2885775478
1324	0.8731163005	0.2885228355
1325	0.8733463706	0.288444389
1326	0.8733463706	0.2883610771
1327	0.8733463706	0.288312149
1328	0.8734614057	0.2882211516
1329	0.8736914759	0.2881857894
1330	0.8740365812	0.2881332397
1331	0.8741516162	0.2880825448
1332	0.8740365812	0.2880159555
1333	0.8740365812	0.2879467789
1334	0.8742666513	0.2878980616
1335	0.8743816864	0.2878370107
1336	0.8743816864	0.2878014325
1337	0.8744967215	0.2877498832
1338	0.8746117566	0.2877196378
1339	0.8744967215	0.2876662012
1340	0.8744967215	0.2876264603
1341	0.8743816864	0.2875813518
1342	0.8743816864	0.2875178706
1343	0.8744967215	0.28746187
1344	0.8746117566	0.2873588202
1345	0.8747267917	0.2872723489
1346	0.8748418268	0.2872332125
1347	0.8749568618	0.2871558232
1348	0.8750718969	0.2871105093
1349	0.875186932	0.2870527681
1350	0.875186932	0.2870101919
1351	0.875186932	0.286934695
1352	0.8753019671	0.2868553764
1353	0.8753019671	0.2868229634
1354	0.8753019671	0.2867503241
1355	0.8753019671	0.2867128749
1356	0.8753019671	0.2866625442
1357	0.875186932	0.2865877215
1358	0.875186932	0.2865247988
1359	0.875186932	0.2864882445
1360	0.875186932	0.2863836809
1361	0.875186932	0.2863184429
1362	0.8754170022	0.2862440359
1363	0.8753019671	0.2861687916
1364	0.8754170022	0.2860934564
1365	0.8756470724	0.2860555187
1366	0.8756470724	0.2860322286
1367	0.8756470724	0.2859481402
1368	0.8759921776	0.2858744283
1369	0.8759921776	0.2858370441
1370	0.8761072127	0.2857710127
1371	0.8761072127	0.2857153704
1372	0.8761072127	0.2856583021
1373	0.8761072127	0.2856088274
1374	0.8761072127	0.2855531885
1375	0.8759921776	0.2854842042
1376	0.8761072127	0.2854194816
1377	0.8758771425	0.2853416134
1378	0.8757621074	0.2853102018
1379	0.8761072127	0.285233808
1380	0.8759921776	0.2851871921
1381	0.8761072127	0.2851456456
1382	0.8761072127	0.2850816355
1383	0.8759921776	0.2850239868
1384	0.8761072127	0.2849701705
1385	0.8759921776	0.2848930339
1386	0.8761072127	0.2848526081
1387	0.8761072127	0.2848084211
1388	0.8763372829	0.2847325158
1389	0.876452318	0.2847083139
1390	0.876452318	0.2846794842
1391	0.876452318	0.2846306595
1392	0.876452318	0.2845753701
1393	0.876452318	0.2845203916
1394	0.8766823881	0.2844703324
1395	0.8766823881	0.2844141197
1396	0.8766823881	0.284360061
1397	0.876452318	0.2842987209
1398	0.876567353	0.2842108505
1399	0.876567353	0.2841471106
